resume_text,profession
"Name: Candidate_960. Experience: 2 years. Skills: Java, Spring. Education: B.Tech in CS.",Virtual Assistant
"Name: Candidate_961. Experience: 13 years. Skills: Angular, TypeScript. Education: B.Tech in CS.",Data Scientist
"Name: Candidate_962. Experience: 5 years. Skills: AWS, DevOps. Education: B.Com.",Backend Developer
"Name: Candidate_963. Experience: 8 years. Skills: Python, SQL, ML. Education: B.Sc in IT.",Data Scientist
"Name: Candidate_964. Experience: 8 years. Skills: JavaScript, React. Education: BCA.",Embedded Engineer
"Name: Candidate_965. Experience: 15 years. Skills: R, Statistics. Education: B.Com.",Data Analyst
"Name: Candidate_966. Experience: 11 years. Skills: C++, IoT. Education: B.Sc in IT.",Embedded Engineer
"Name: Candidate_967. Experience: 10 years. Skills: C++, IoT. Education: MCA.",Backend Developer
"Name: Candidate_968. Experience: 13 years. Skills: Java, Spring. Education: BCA.",Data Analyst
"Name: Candidate_969. Experience: 11 years. Skills: R, Statistics. Education: BCA.",Backend Developer
"Name: Candidate_970. Experience: 4 years. Skills: JavaScript, React. Education: MBA.",Embedded Engineer
"Name: Candidate_971. Experience: 3 years. Skills: JavaScript, React. Education: B.Com.",Frontend Developer
"Name: Candidate_972. Experience: 7 years. Skills: C++, IoT. Education: Diploma in CS.",Data Scientist
"Name: Candidate_973. Experience: 13 years. Skills: Angular, TypeScript. Education: B.Com.",Embedded Engineer
"Name: Candidate_974. Experience: 6 years. Skills: AWS, DevOps. Education: B.Com.",Product Manager
"Name: Candidate_975. Experience: 5 years. Skills: PHP, Laravel. Education: B.Com.",Embedded Engineer
"Name: Candidate_976. Experience: 2 years. Skills: Python, SQL, ML. Education: Diploma in CS.",Embedded Engineer
"Name: Candidate_977. Experience: 13 years. Skills: Python, SQL, ML. Education: MBA.",Frontend Developer
"Name: Candidate_978. Experience: 14 years. Skills: Node.js, MongoDB. Education: BCA.",Data Scientist
"Name: Candidate_979. Experience: 11 years. Skills: Node.js, MongoDB. Education: B.Sc in IT.",DevOps Engineer
"Name: Candidate_980. Experience: 6 years. Skills: C++, IoT. Education: BCA.",Data Analyst
"Name: Candidate_981. Experience: 10 years. Skills: Angular, TypeScript. Education: B.Com.",Data Analyst
"Name: Candidate_982. Experience: 5 years. Skills: JavaScript, React. Education: B.Tech in CS.",Frontend Developer
"Name: Candidate_983. Experience: 3 years. Skills: Python, SQL, ML. Education: Diploma in CS.",Data Scientist
"Name: Candidate_984. Experience: 0 years. Skills: Node.js, MongoDB. Education: Diploma in CS.",Frontend Developer
"Name: Candidate_985. Experience: 9 years. Skills: Angular, TypeScript. Education: MBA.",Backend Developer
"Name: Candidate_986. Experience: 6 years. Skills: Java, Spring. Education: MBA.",Data Analyst
"Name: Candidate_987. Experience: 0 years. Skills: Node.js, MongoDB. Education: M.Tech.",DevOps Engineer
"Name: Candidate_988. Experience: 9 years. Skills: C++, IoT. Education: Diploma in CS.",Embedded Engineer
"Name: Candidate_989. Experience: 11 years. Skills: PHP, Laravel. Education: BCA.",Virtual Assistant
"Name: Candidate_990. Experience: 9 years. Skills: Angular, TypeScript. Education: B.Sc in IT.",Backend Developer
"Name: Candidate_991. Experience: 2 years. Skills: C++, IoT. Education: M.Tech.",Product Manager
"Name: Candidate_992. Experience: 11 years. Skills: JavaScript, React. Education: Diploma in CS.",DevOps Engineer
"Name: Candidate_993. Experience: 10 years. Skills: JavaScript, React. Education: Diploma in CS.",Data Scientist
"Name: Candidate_994. Experience: 15 years. Skills: Angular, TypeScript. Education: B.Tech in CS.",Frontend Developer
"Name: Candidate_995. Experience: 10 years. Skills: PHP, Laravel. Education: BCA.",Embedded Engineer
"Name: Candidate_996. Experience: 15 years. Skills: Python, SQL, ML. Education: MBA.",DevOps Engineer
"Name: Candidate_997. Experience: 4 years. Skills: R, Statistics. Education: B.Com.",Product Manager
"Name: Candidate_998. Experience: 6 years. Skills: Angular, TypeScript. Education: BCA.",Data Scientist
"Name: Candidate_999. Experience: 5 years. Skills: Java, Spring. Education: MBA.",DevOps Engineer
"Name: Candidate_1000. Experience: 9 years. Skills: C++, IoT. Education: MBA.",Frontend Developer
"Name: Candidate_1001. Experience: 2 years. Skills: Angular, TypeScript. Education: B.Tech in CS.",Embedded Engineer
"Name: Candidate_1002. Experience: 15 years. Skills: Excel, Admin. Education: BCA.",Virtual Assistant
"Name: Candidate_1003. Experience: 12 years. Skills: AWS, DevOps. Education: M.Tech.",Data Scientist
"Name: Candidate_1004. Experience: 1 years. Skills: C++, IoT. Education: B.Com.",Embedded Engineer
"Name: Candidate_1005. Experience: 14 years. Skills: PHP, Laravel. Education: B.Sc in IT.",Frontend Developer
"Name: Candidate_1006. Experience: 0 years. Skills: JavaScript, React. Education: Diploma in CS.",Backend Developer
"Name: Candidate_1007. Experience: 14 years. Skills: R, Statistics. Education: B.Sc in IT.",DevOps Engineer
"Name: Candidate_1008. Experience: 0 years. Skills: R, Statistics. Education: B.Com.",Backend Developer
"Name: Candidate_1009. Experience: 3 years. Skills: AWS, DevOps. Education: Diploma in CS.",Virtual Assistant
"Name: Candidate_1010. Experience: 15 years. Skills: C++, IoT. Education: M.Tech.",Virtual Assistant
"Name: Candidate_1011. Experience: 10 years. Skills: Java, Spring. Education: B.Com.",Backend Developer
"Name: Candidate_1012. Experience: 5 years. Skills: Excel, Admin. Education: B.Com.",Backend Developer
"Name: Candidate_1013. Experience: 1 years. Skills: Python, SQL, ML. Education: MBA.",Frontend Developer
"Name: Candidate_1014. Experience: 4 years. Skills: Angular, TypeScript. Education: MBA.",Data Analyst
"Name: Candidate_1015. Experience: 2 years. Skills: Excel, Admin. Education: BCA.",Backend Developer
"Name: Candidate_1016. Experience: 8 years. Skills: AWS, DevOps. Education: B.Sc in IT.",Virtual Assistant
"Name: Candidate_1017. Experience: 4 years. Skills: JavaScript, React. Education: B.Tech in CS.",Product Manager
"Name: Candidate_1018. Experience: 5 years. Skills: Excel, Admin. Education: M.Tech.",Virtual Assistant
"Name: Candidate_1019. Experience: 10 years. Skills: JavaScript, React. Education: B.Tech in CS.",DevOps Engineer
"Name: Candidate_1020. Experience: 15 years. Skills: Angular, TypeScript. Education: BCA.",Virtual Assistant
"Name: Candidate_1021. Experience: 12 years. Skills: Node.js, MongoDB. Education: M.Tech.",Data Scientist
"Name: Candidate_1022. Experience: 13 years. Skills: Angular, TypeScript. Education: MBA.",Virtual Assistant
"Name: Candidate_1023. Experience: 10 years. Skills: AWS, DevOps. Education: MCA.",Product Manager
"Name: Candidate_1024. Experience: 3 years. Skills: JavaScript, React. Education: MCA.",Data Scientist
"Name: Candidate_1025. Experience: 6 years. Skills: Angular, TypeScript. Education: Diploma in CS.",Embedded Engineer
"Name: Candidate_1026. Experience: 12 years. Skills: Node.js, MongoDB. Education: B.Sc in IT.",Virtual Assistant
"Name: Candidate_1027. Experience: 6 years. Skills: PHP, Laravel. Education: M.Tech.",Data Analyst
"Name: Candidate_1028. Experience: 7 years. Skills: JavaScript, React. Education: MBA.",Virtual Assistant
"Name: Candidate_1029. Experience: 6 years. Skills: Python, SQL, ML. Education: MCA.",Embedded Engineer
"Name: Candidate_1030. Experience: 7 years. Skills: JavaScript, React. Education: B.Sc in IT.",Data Analyst
"Name: Candidate_1031. Experience: 4 years. Skills: Java, Spring. Education: B.Sc in IT.",Virtual Assistant
"Name: Candidate_1032. Experience: 12 years. Skills: Node.js, MongoDB. Education: BCA.",Embedded Engineer
"Name: Candidate_1033. Experience: 3 years. Skills: Excel, Admin. Education: Diploma in CS.",Product Manager
"Name: Candidate_1034. Experience: 12 years. Skills: PHP, Laravel. Education: Diploma in CS.",Frontend Developer
"Name: Candidate_1035. Experience: 5 years. Skills: R, Statistics. Education: MCA.",Data Scientist
"Name: Candidate_1036. Experience: 6 years. Skills: AWS, DevOps. Education: B.Com.",Frontend Developer
"Name: Candidate_1037. Experience: 11 years. Skills: Excel, Admin. Education: B.Sc in IT.",DevOps Engineer
"Name: Candidate_1038. Experience: 11 years. Skills: Angular, TypeScript. Education: Diploma in CS.",Data Scientist
"Name: Candidate_1039. Experience: 7 years. Skills: R, Statistics. Education: MCA.",Product Manager
"Name: Candidate_1040. Experience: 7 years. Skills: PHP, Laravel. Education: B.Sc in IT.",Product Manager
"Name: Candidate_1041. Experience: 2 years. Skills: R, Statistics. Education: M.Tech.",Frontend Developer
"Name: Candidate_1042. Experience: 0 years. Skills: Java, Spring. Education: BCA.",Embedded Engineer
"Name: Candidate_1043. Experience: 7 years. Skills: Node.js, MongoDB. Education: MBA.",Embedded Engineer
"Name: Candidate_1044. Experience: 13 years. Skills: JavaScript, React. Education: M.Tech.",Frontend Developer
"Name: Candidate_1045. Experience: 0 years. Skills: Java, Spring. Education: MBA.",Embedded Engineer
"Name: Candidate_1046. Experience: 4 years. Skills: Angular, TypeScript. Education: B.Sc in IT.",Data Scientist
"Name: Candidate_1047. Experience: 12 years. Skills: R, Statistics. Education: M.Tech.",DevOps Engineer
"Name: Candidate_1048. Experience: 14 years. Skills: PHP, Laravel. Education: Diploma in CS.",Data Scientist
"Name: Candidate_1049. Experience: 14 years. Skills: R, Statistics. Education: BCA.",Frontend Developer
"Name: Candidate_1050. Experience: 2 years. Skills: R, Statistics. Education: BCA.",Data Analyst
"Name: Candidate_1051. Experience: 3 years. Skills: C++, IoT. Education: MBA.",Data Scientist
"Name: Candidate_1052. Experience: 4 years. Skills: Excel, Admin. Education: B.Sc in IT.",Embedded Engineer
"Name: Candidate_1053. Experience: 4 years. Skills: PHP, Laravel. Education: B.Com.",Frontend Developer
"Name: Candidate_1054. Experience: 1 years. Skills: R, Statistics. Education: MBA.",Virtual Assistant
"Name: Candidate_1055. Experience: 5 years. Skills: Angular, TypeScript. Education: Diploma in CS.",Data Analyst
"Name: Candidate_1056. Experience: 4 years. Skills: Angular, TypeScript. Education: BCA.",Frontend Developer
"Name: Candidate_1057. Experience: 10 years. Skills: PHP, Laravel. Education: B.Sc in IT.",Frontend Developer
"Name: Candidate_1058. Experience: 0 years. Skills: Angular, TypeScript. Education: MCA.",Data Analyst
"Name: Candidate_1059. Experience: 7 years. Skills: Python, SQL, ML. Education: M.Tech.",Virtual Assistant
"Name: Candidate_1060. Experience: 4 years. Skills: Excel, Admin. Education: M.Tech.",Data Analyst
"Name: Candidate_1061. Experience: 13 years. Skills: PHP, Laravel. Education: B.Sc in IT.",Backend Developer
"Name: Candidate_1062. Experience: 2 years. Skills: Java, Spring. Education: BCA.",Virtual Assistant
"Name: Candidate_1063. Experience: 13 years. Skills: Java, Spring. Education: BCA.",DevOps Engineer
"Name: Candidate_1064. Experience: 1 years. Skills: R, Statistics. Education: B.Com.",Embedded Engineer
"Name: Candidate_1065. Experience: 6 years. Skills: Angular, TypeScript. Education: MBA.",Data Scientist
"Name: Candidate_1066. Experience: 7 years. Skills: AWS, DevOps. Education: B.Com.",DevOps Engineer
"Name: Candidate_1067. Experience: 13 years. Skills: PHP, Laravel. Education: B.Tech in CS.",Embedded Engineer
"Name: Candidate_1068. Experience: 1 years. Skills: JavaScript, React. Education: M.Tech.",Data Scientist
"Name: Candidate_1069. Experience: 10 years. Skills: Java, Spring. Education: MCA.",Virtual Assistant
"Name: Candidate_1070. Experience: 0 years. Skills: Node.js, MongoDB. Education: BCA.",Backend Developer
"Name: Candidate_1071. Experience: 8 years. Skills: Angular, TypeScript. Education: BCA.",Virtual Assistant
"Name: Candidate_1072. Experience: 0 years. Skills: C++, IoT. Education: BCA.",Embedded Engineer
"Name: Candidate_1073. Experience: 0 years. Skills: Excel, Admin. Education: M.Tech.",Backend Developer
"Name: Candidate_1074. Experience: 10 years. Skills: Excel, Admin. Education: BCA.",Product Manager
"Name: Candidate_1075. Experience: 6 years. Skills: C++, IoT. Education: BCA.",Backend Developer
"Name: Candidate_1076. Experience: 2 years. Skills: R, Statistics. Education: BCA.",Frontend Developer
"Name: Candidate_1077. Experience: 6 years. Skills: Node.js, MongoDB. Education: B.Tech in CS.",Embedded Engineer
"Name: Candidate_1078. Experience: 6 years. Skills: PHP, Laravel. Education: M.Tech.",Virtual Assistant
"Name: Candidate_1079. Experience: 12 years. Skills: Python, SQL, ML. Education: B.Tech in CS.",Backend Developer
"Name: Candidate_1080. Experience: 2 years. Skills: JavaScript, React. Education: B.Tech in CS.",Data Analyst
"Name: Candidate_1081. Experience: 15 years. Skills: JavaScript, React. Education: B.Tech in CS.",DevOps Engineer
"Name: Candidate_1082. Experience: 14 years. Skills: Python, SQL, ML. Education: M.Tech.",Product Manager
"Name: Candidate_1083. Experience: 3 years. Skills: Excel, Admin. Education: B.Sc in IT.",Embedded Engineer
"Name: Candidate_1084. Experience: 12 years. Skills: C++, IoT. Education: Diploma in CS.",Product Manager
"Name: Candidate_1085. Experience: 8 years. Skills: C++, IoT. Education: Diploma in CS.",Frontend Developer
"Name: Candidate_1086. Experience: 15 years. Skills: Java, Spring. Education: B.Sc in IT.",Virtual Assistant
"Name: Candidate_1087. Experience: 7 years. Skills: Python, SQL, ML. Education: B.Sc in IT.",Product Manager
"Name: Candidate_1088. Experience: 14 years. Skills: Angular, TypeScript. Education: M.Tech.",Data Analyst
"Name: Candidate_1089. Experience: 9 years. Skills: JavaScript, React. Education: MCA.",Embedded Engineer
"Name: Candidate_1090. Experience: 2 years. Skills: Node.js, MongoDB. Education: MCA.",Product Manager
"Name: Candidate_1091. Experience: 5 years. Skills: R, Statistics. Education: MCA.",Product Manager
"Name: Candidate_1092. Experience: 7 years. Skills: PHP, Laravel. Education: MBA.",Product Manager
"Name: Candidate_1093. Experience: 9 years. Skills: Java, Spring. Education: Diploma in CS.",Product Manager
"Name: Candidate_1094. Experience: 9 years. Skills: Node.js, MongoDB. Education: MCA.",Frontend Developer
"Name: Candidate_1095. Experience: 10 years. Skills: Java, Spring. Education: B.Sc in IT.",Backend Developer
"Name: Candidate_1096. Experience: 4 years. Skills: C++, IoT. Education: MBA.",Virtual Assistant
"Name: Candidate_1097. Experience: 13 years. Skills: Excel, Admin. Education: MCA.",Frontend Developer
"Name: Candidate_1098. Experience: 0 years. Skills: R, Statistics. Education: MBA.",Embedded Engineer
"Name: Candidate_1099. Experience: 6 years. Skills: AWS, DevOps. Education: M.Tech.",Product Manager
"Name: Candidate_1100. Experience: 14 years. Skills: C++, IoT. Education: MBA.",Virtual Assistant
"Name: Candidate_1101. Experience: 12 years. Skills: Python, SQL, ML. Education: MBA.",Data Scientist
"Name: Candidate_1102. Experience: 8 years. Skills: Excel, Admin. Education: M.Tech.",Embedded Engineer
"Name: Candidate_1103. Experience: 0 years. Skills: PHP, Laravel. Education: MBA.",DevOps Engineer
"Name: Candidate_1104. Experience: 7 years. Skills: Python, SQL, ML. Education: BCA.",DevOps Engineer
"Name: Candidate_1105. Experience: 6 years. Skills: R, Statistics. Education: B.Sc in IT.",Frontend Developer
"Name: Candidate_1106. Experience: 3 years. Skills: Node.js, MongoDB. Education: Diploma in CS.",Backend Developer
"Name: Candidate_1107. Experience: 0 years. Skills: Python, SQL, ML. Education: BCA.",Data Analyst
"Name: Candidate_1108. Experience: 2 years. Skills: C++, IoT. Education: BCA.",Data Scientist
"Name: Candidate_1109. Experience: 8 years. Skills: Excel, Admin. Education: B.Com.",Frontend Developer
"Name: Candidate_1110. Experience: 10 years. Skills: Java, Spring. Education: MBA.",DevOps Engineer
"Name: Candidate_1111. Experience: 7 years. Skills: Java, Spring. Education: BCA.",Embedded Engineer
"Name: Candidate_1112. Experience: 5 years. Skills: AWS, DevOps. Education: MCA.",Data Scientist
"Name: Candidate_1113. Experience: 15 years. Skills: Excel, Admin. Education: B.Com.",Data Analyst
"Name: Candidate_1114. Experience: 13 years. Skills: Python, SQL, ML. Education: B.Sc in IT.",Backend Developer
"Name: Candidate_1115. Experience: 8 years. Skills: Excel, Admin. Education: B.Tech in CS.",Product Manager
"Name: Candidate_1116. Experience: 5 years. Skills: PHP, Laravel. Education: Diploma in CS.",Embedded Engineer
"Name: Candidate_1117. Experience: 10 years. Skills: AWS, DevOps. Education: BCA.",Product Manager
"Name: Candidate_1118. Experience: 3 years. Skills: AWS, DevOps. Education: BCA.",Data Scientist
"Name: Candidate_1119. Experience: 5 years. Skills: JavaScript, React. Education: MBA.",Backend Developer
"Name: Candidate_1120. Experience: 4 years. Skills: R, Statistics. Education: BCA.",Data Scientist
"Name: Candidate_1121. Experience: 5 years. Skills: C++, IoT. Education: MCA.",Virtual Assistant
"Name: Candidate_1122. Experience: 5 years. Skills: R, Statistics. Education: M.Tech.",Backend Developer
"Name: Candidate_1123. Experience: 5 years. Skills: Excel, Admin. Education: B.Sc in IT.",Product Manager
"Name: Candidate_1124. Experience: 15 years. Skills: Angular, TypeScript. Education: BCA.",Backend Developer
"Name: Candidate_1125. Experience: 6 years. Skills: Node.js, MongoDB. Education: B.Tech in CS.",DevOps Engineer
"Name: Candidate_1126. Experience: 4 years. Skills: Java, Spring. Education: B.Sc in IT.",Data Analyst
"Name: Candidate_1127. Experience: 8 years. Skills: Excel, Admin. Education: MBA.",Backend Developer
"Name: Candidate_1128. Experience: 8 years. Skills: R, Statistics. Education: B.Com.",Data Scientist
"Name: Candidate_1129. Experience: 4 years. Skills: Python, SQL, ML. Education: B.Tech in CS.",Product Manager
"Name: Candidate_1130. Experience: 14 years. Skills: PHP, Laravel. Education: BCA.",Data Scientist
"Name: Candidate_1131. Experience: 15 years. Skills: Excel, Admin. Education: Diploma in CS.",Data Scientist
"Name: Candidate_1132. Experience: 5 years. Skills: JavaScript, React. Education: B.Sc in IT.",Embedded Engineer
"Name: Candidate_1133. Experience: 6 years. Skills: PHP, Laravel. Education: BCA.",DevOps Engineer
"Name: Candidate_1134. Experience: 4 years. Skills: R, Statistics. Education: B.Sc in IT.",DevOps Engineer
"Name: Candidate_1135. Experience: 4 years. Skills: Angular, TypeScript. Education: MBA.",Data Analyst
"Name: Candidate_1136. Experience: 12 years. Skills: Java, Spring. Education: B.Tech in CS.",Product Manager
"Name: Candidate_1137. Experience: 12 years. Skills: Angular, TypeScript. Education: M.Tech.",Product Manager
"Name: Candidate_1138. Experience: 4 years. Skills: PHP, Laravel. Education: M.Tech.",DevOps Engineer
"Name: Candidate_1139. Experience: 15 years. Skills: Angular, TypeScript. Education: MCA.",Backend Developer
"Name: Candidate_1140. Experience: 8 years. Skills: Excel, Admin. Education: BCA.",Product Manager
"Name: Candidate_1141. Experience: 0 years. Skills: Node.js, MongoDB. Education: Diploma in CS.",Data Analyst
"Name: Candidate_1142. Experience: 6 years. Skills: Angular, TypeScript. Education: BCA.",Embedded Engineer
"Name: Candidate_1143. Experience: 13 years. Skills: Node.js, MongoDB. Education: BCA.",Backend Developer
"Name: Candidate_1144. Experience: 5 years. Skills: Python, SQL, ML. Education: B.Tech in CS.",Embedded Engineer
"Name: Candidate_1145. Experience: 12 years. Skills: Excel, Admin. Education: M.Tech.",Data Scientist
"Name: Candidate_1146. Experience: 4 years. Skills: Java, Spring. Education: M.Tech.",Virtual Assistant
"Name: Candidate_1147. Experience: 1 years. Skills: Angular, TypeScript. Education: BCA.",DevOps Engineer
"Name: Candidate_1148. Experience: 15 years. Skills: AWS, DevOps. Education: BCA.",Backend Developer
"Name: Candidate_1149. Experience: 6 years. Skills: PHP, Laravel. Education: M.Tech.",Data Scientist
"Name: Candidate_1150. Experience: 9 years. Skills: C++, IoT. Education: B.Com.",Frontend Developer
"Name: Candidate_1151. Experience: 5 years. Skills: Node.js, MongoDB. Education: MCA.",Backend Developer
"Name: Candidate_1152. Experience: 8 years. Skills: R, Statistics. Education: B.Sc in IT.",Product Manager
"Name: Candidate_1153. Experience: 13 years. Skills: R, Statistics. Education: B.Sc in IT.",Product Manager
"Name: Candidate_1154. Experience: 5 years. Skills: Angular, TypeScript. Education: MBA.",Data Scientist
"Name: Candidate_1155. Experience: 8 years. Skills: Python, SQL, ML. Education: M.Tech.",Embedded Engineer
"Name: Candidate_1156. Experience: 11 years. Skills: Angular, TypeScript. Education: B.Tech in CS.",Frontend Developer
"Name: Candidate_1157. Experience: 12 years. Skills: C++, IoT. Education: B.Tech in CS.",Virtual Assistant
"Name: Candidate_1158. Experience: 14 years. Skills: Java, Spring. Education: Diploma in CS.",Product Manager
"Name: Candidate_1159. Experience: 1 years. Skills: Node.js, MongoDB. Education: B.Tech in CS.",Backend Developer
"Name: Candidate_1160. Experience: 8 years. Skills: C++, IoT. Education: BCA.",Data Scientist
"Name: Candidate_1161. Experience: 12 years. Skills: Python, SQL, ML. Education: MBA.",Data Scientist
"Name: Candidate_1162. Experience: 13 years. Skills: Node.js, MongoDB. Education: BCA.",Virtual Assistant
"Name: Candidate_1163. Experience: 13 years. Skills: R, Statistics. Education: MBA.",Data Scientist
"Name: Candidate_1164. Experience: 15 years. Skills: JavaScript, React. Education: B.Sc in IT.",Frontend Developer
"Name: Candidate_1165. Experience: 4 years. Skills: Angular, TypeScript. Education: MCA.",Frontend Developer
"Name: Candidate_1166. Experience: 0 years. Skills: Excel, Admin. Education: Diploma in CS.",Embedded Engineer
"Name: Candidate_1167. Experience: 3 years. Skills: C++, IoT. Education: B.Tech in CS.",Virtual Assistant
"Name: Candidate_1168. Experience: 7 years. Skills: Python, SQL, ML. Education: MBA.",Data Analyst
"Name: Candidate_1169. Experience: 11 years. Skills: Excel, Admin. Education: Diploma in CS.",DevOps Engineer
"Name: Candidate_1170. Experience: 2 years. Skills: Python, SQL, ML. Education: MCA.",DevOps Engineer
"Name: Candidate_1171. Experience: 14 years. Skills: JavaScript, React. Education: Diploma in CS.",Product Manager
"Name: Candidate_1172. Experience: 13 years. Skills: Excel, Admin. Education: MBA.",DevOps Engineer
"Name: Candidate_1173. Experience: 1 years. Skills: R, Statistics. Education: B.Tech in CS.",Data Scientist
"Name: Candidate_1174. Experience: 15 years. Skills: PHP, Laravel. Education: BCA.",Data Scientist
"Name: Candidate_1175. Experience: 11 years. Skills: JavaScript, React. Education: BCA.",Data Scientist
"Name: Candidate_1176. Experience: 11 years. Skills: Excel, Admin. Education: M.Tech.",Data Scientist
"Name: Candidate_1177. Experience: 13 years. Skills: Node.js, MongoDB. Education: M.Tech.",Data Scientist
"Name: Candidate_1178. Experience: 3 years. Skills: Excel, Admin. Education: B.Tech in CS.",DevOps Engineer
"Name: Candidate_1179. Experience: 13 years. Skills: R, Statistics. Education: M.Tech.",Virtual Assistant
"Name: Candidate_1180. Experience: 3 years. Skills: Angular, TypeScript. Education: M.Tech.",Frontend Developer
"Name: Candidate_1181. Experience: 7 years. Skills: Node.js, MongoDB. Education: B.Sc in IT.",Data Analyst
"Name: Candidate_1182. Experience: 15 years. Skills: Java, Spring. Education: Diploma in CS.",Data Scientist
"Name: Candidate_1183. Experience: 15 years. Skills: AWS, DevOps. Education: Diploma in CS.",Embedded Engineer
"Name: Candidate_1184. Experience: 15 years. Skills: Angular, TypeScript. Education: B.Tech in CS.",Product Manager
"Name: Candidate_1185. Experience: 1 years. Skills: C++, IoT. Education: MBA.",Product Manager
"Name: Candidate_1186. Experience: 9 years. Skills: Node.js, MongoDB. Education: B.Tech in CS.",Data Scientist
"Name: Candidate_1187. Experience: 4 years. Skills: JavaScript, React. Education: B.Com.",Product Manager
"Name: Candidate_1188. Experience: 4 years. Skills: Angular, TypeScript. Education: Diploma in CS.",Data Scientist
"Name: Candidate_1189. Experience: 9 years. Skills: R, Statistics. Education: B.Com.",Data Scientist
"Name: Candidate_1190. Experience: 7 years. Skills: Java, Spring. Education: MCA.",Backend Developer
"Name: Candidate_1191. Experience: 11 years. Skills: Angular, TypeScript. Education: MCA.",Data Analyst
"Name: Candidate_1192. Experience: 2 years. Skills: R, Statistics. Education: BCA.",Data Scientist
"Name: Candidate_1193. Experience: 5 years. Skills: R, Statistics. Education: Diploma in CS.",Embedded Engineer
"Name: Candidate_1194. Experience: 8 years. Skills: PHP, Laravel. Education: MCA.",Product Manager
"Name: Candidate_1195. Experience: 6 years. Skills: Node.js, MongoDB. Education: B.Com.",Backend Developer
"Name: Candidate_1196. Experience: 0 years. Skills: Angular, TypeScript. Education: MBA.",Product Manager
"Name: Candidate_1197. Experience: 6 years. Skills: R, Statistics. Education: M.Tech.",Embedded Engineer
"Name: Candidate_1198. Experience: 13 years. Skills: Node.js, MongoDB. Education: B.Sc in IT.",Embedded Engineer
"Name: Candidate_1199. Experience: 8 years. Skills: Python, SQL, ML. Education: B.Sc in IT.",Embedded Engineer
"Name: Candidate_1200. Experience: 14 years. Skills: Angular, TypeScript. Education: Diploma in CS.",Product Manager
"Name: Candidate_1201. Experience: 8 years. Skills: Python, SQL, ML. Education: B.Sc in IT.",Product Manager
"Name: Candidate_1202. Experience: 12 years. Skills: AWS, DevOps. Education: B.Com.",Backend Developer
"Name: Candidate_1203. Experience: 3 years. Skills: AWS, DevOps. Education: Diploma in CS.",DevOps Engineer
"Name: Candidate_1204. Experience: 0 years. Skills: AWS, DevOps. Education: MBA.",Backend Developer
"Name: Candidate_1205. Experience: 10 years. Skills: R, Statistics. Education: Diploma in CS.",Frontend Developer
"Name: Candidate_1206. Experience: 1 years. Skills: Node.js, MongoDB. Education: B.Tech in CS.",Backend Developer
"Name: Candidate_1207. Experience: 5 years. Skills: Excel, Admin. Education: Diploma in CS.",DevOps Engineer
"Name: Candidate_1208. Experience: 6 years. Skills: PHP, Laravel. Education: MBA.",Backend Developer
"Name: Candidate_1209. Experience: 3 years. Skills: Node.js, MongoDB. Education: M.Tech.",Frontend Developer
"Name: Candidate_1210. Experience: 5 years. Skills: Python, SQL, ML. Education: B.Com.",DevOps Engineer
"Name: Candidate_1211. Experience: 12 years. Skills: Node.js, MongoDB. Education: MBA.",Product Manager
"Name: Candidate_1212. Experience: 7 years. Skills: Angular, TypeScript. Education: B.Sc in IT.",DevOps Engineer
"Name: Candidate_1213. Experience: 9 years. Skills: Python, SQL, ML. Education: M.Tech.",Product Manager
"Name: Candidate_1214. Experience: 10 years. Skills: Node.js, MongoDB. Education: Diploma in CS.",Data Analyst
"Name: Candidate_1215. Experience: 3 years. Skills: Node.js, MongoDB. Education: B.Sc in IT.",Embedded Engineer
"Name: Candidate_1216. Experience: 14 years. Skills: JavaScript, React. Education: M.Tech.",Product Manager
"Name: Candidate_1217. Experience: 8 years. Skills: PHP, Laravel. Education: M.Tech.",Data Analyst
"Name: Candidate_1218. Experience: 3 years. Skills: AWS, DevOps. Education: M.Tech.",Frontend Developer
"Name: Candidate_1219. Experience: 13 years. Skills: Node.js, MongoDB. Education: B.Tech in CS.",Embedded Engineer
"Name: Candidate_1220. Experience: 15 years. Skills: JavaScript, React. Education: B.Com.",DevOps Engineer
"Name: Candidate_1221. Experience: 1 years. Skills: JavaScript, React. Education: B.Sc in IT.",Data Scientist
"Name: Candidate_1222. Experience: 6 years. Skills: AWS, DevOps. Education: MBA.",Frontend Developer
"Name: Candidate_1223. Experience: 14 years. Skills: JavaScript, React. Education: B.Sc in IT.",Data Analyst
"Name: Candidate_1224. Experience: 8 years. Skills: Angular, TypeScript. Education: B.Sc in IT.",Backend Developer
"Name: Candidate_1225. Experience: 10 years. Skills: Node.js, MongoDB. Education: Diploma in CS.",Backend Developer
"Name: Candidate_1226. Experience: 9 years. Skills: Node.js, MongoDB. Education: B.Com.",Frontend Developer
"Name: Candidate_1227. Experience: 2 years. Skills: JavaScript, React. Education: B.Sc in IT.",Virtual Assistant
"Name: Candidate_1228. Experience: 3 years. Skills: Excel, Admin. Education: B.Sc in IT.",Virtual Assistant
"Name: Candidate_1229. Experience: 12 years. Skills: Node.js, MongoDB. Education: MBA.",DevOps Engineer
"Name: Candidate_1230. Experience: 8 years. Skills: Excel, Admin. Education: B.Sc in IT.",Backend Developer
"Name: Candidate_1231. Experience: 12 years. Skills: Excel, Admin. Education: M.Tech.",Data Analyst
