Name,Experience_Years,Skills,Education,Applied_Job_Role
Candidate_859,0,"Java, Spring",B.Com,DevOps Engineer
Candidate_860,4,"Java, Spring",MBA,Backend Developer
Candidate_861,14,"Java, Spring",Diploma in CS,Data Scientist
Candidate_862,1,"JavaScript, React",Diploma in CS,Product Manager
Candidate_863,11,"JavaScript, React",B.Sc in IT,Frontend Developer
Candidate_864,12,"Excel, Admin",B.Tech in CS,DevOps Engineer
Candidate_865,13,"Node.js, MongoDB",Diploma in CS,Frontend Developer
Candidate_866,0,"AWS, DevOps",M.Tech,Backend Developer
Candidate_867,2,"C++, IoT",Diploma in CS,DevOps Engineer
Candidate_868,2,"R, Statistics",M.Tech,Backend Developer
Candidate_869,3,"AWS, DevOps",MCA,Frontend Developer
Candidate_870,14,"Excel, Admin",B.Sc in IT,Embedded Engineer
Candidate_871,1,"Java, Spring",B.Tech in CS,Product Manager
Candidate_872,13,"Java, Spring",MCA,Virtual Assistant
Candidate_873,3,"AWS, DevOps",M.Tech,Data Analyst
Candidate_874,3,"Python, SQL, ML",BCA,Frontend Developer
Candidate_875,11,"PHP, Laravel",B.Com,DevOps Engineer
Candidate_876,14,"JavaScript, React",BCA,Frontend Developer
Candidate_877,13,"R, Statistics",B.Tech in CS,Data Scientist
Candidate_878,4,"Python, SQL, ML",Diploma in CS,Embedded Engineer
Candidate_879,6,"Java, Spring",B.Sc in IT,Backend Developer
Candidate_880,13,"Node.js, MongoDB",M.Tech,Frontend Developer
Candidate_881,3,"Angular, TypeScript",B.Tech in CS,Product Manager
Candidate_882,10,"Node.js, MongoDB",Diploma in CS,Embedded Engineer
Candidate_883,7,"R, Statistics",M.Tech,DevOps Engineer
Candidate_884,5,"Excel, Admin",B.Tech in CS,Backend Developer
Candidate_885,8,"Node.js, MongoDB",B.Sc in IT,Frontend Developer
Candidate_886,2,"Java, Spring",Diploma in CS,DevOps Engineer
Candidate_887,2,"Angular, TypeScript",BCA,Data Scientist
Candidate_888,11,"Python, SQL, ML",B.Com,Backend Developer
Candidate_889,1,"AWS, DevOps",Diploma in CS,DevOps Engineer
Candidate_890,1,"Angular, TypeScript",BCA,Data Analyst
Candidate_891,1,"R, Statistics",B.Tech in CS,Virtual Assistant
Candidate_892,13,"PHP, Laravel",M.Tech,Data Scientist
Candidate_893,1,"Angular, TypeScript",M.Tech,Embedded Engineer
Candidate_894,5,"AWS, DevOps",B.Sc in IT,Frontend Developer
Candidate_895,3,"AWS, DevOps",MCA,Backend Developer
Candidate_896,8,"JavaScript, React",M.Tech,Backend Developer
Candidate_897,9,"R, Statistics",B.Sc in IT,Product Manager
Candidate_898,2,"Java, Spring",BCA,Virtual Assistant
Candidate_899,8,"PHP, Laravel",Diploma in CS,Backend Developer
Candidate_900,14,"Excel, Admin",B.Com,Product Manager
Candidate_901,3,"Python, SQL, ML",MBA,Product Manager
Candidate_902,9,"Excel, Admin",B.Com,Embedded Engineer
Candidate_903,3,"Node.js, MongoDB",Diploma in CS,Data Analyst
Candidate_904,6,"C++, IoT",MCA,DevOps Engineer
Candidate_905,15,"Excel, Admin",BCA,Virtual Assistant
Candidate_906,5,"Angular, TypeScript",B.Tech in CS,DevOps Engineer
Candidate_907,3,"C++, IoT",M.Tech,DevOps Engineer
Candidate_908,1,"R, Statistics",MBA,Data Analyst
Candidate_909,0,"AWS, DevOps",M.Tech,Data Analyst
Candidate_910,5,"Angular, TypeScript",B.Com,Backend Developer
Candidate_911,12,"PHP, Laravel",BCA,Virtual Assistant
Candidate_912,10,"R, Statistics",BCA,Data Scientist
Candidate_913,9,"R, Statistics",MCA,Backend Developer
Candidate_914,8,"AWS, DevOps",B.Tech in CS,Product Manager
Candidate_915,1,"PHP, Laravel",B.Com,Embedded Engineer
Candidate_916,13,"R, Statistics",M.Tech,Data Scientist
Candidate_917,1,"Python, SQL, ML",B.Sc in IT,DevOps Engineer
Candidate_918,13,"PHP, Laravel",Diploma in CS,Product Manager
Candidate_919,11,"Java, Spring",B.Tech in CS,Embedded Engineer
Candidate_920,12,"PHP, Laravel",Diploma in CS,DevOps Engineer
Candidate_921,6,"R, Statistics",B.Sc in IT,Data Scientist
Candidate_922,12,"Node.js, MongoDB",MCA,Virtual Assistant
Candidate_923,11,"Java, Spring",MCA,Embedded Engineer
Candidate_924,11,"Java, Spring",B.Sc in IT,Embedded Engineer
Candidate_925,9,"Python, SQL, ML",M.Tech,Embedded Engineer
Candidate_926,0,"R, Statistics",B.Sc in IT,Frontend Developer
Candidate_927,13,"AWS, DevOps",BCA,Virtual Assistant
Candidate_928,12,"Angular, TypeScript",Diploma in CS,Backend Developer
Candidate_929,14,"C++, IoT",M.Tech,DevOps Engineer
Candidate_930,4,"PHP, Laravel",Diploma in CS,Product Manager
Candidate_931,12,"JavaScript, React",M.Tech,Frontend Developer
Candidate_932,1,"R, Statistics",MCA,Virtual Assistant
Candidate_933,13,"R, Statistics",MCA,Product Manager
Candidate_934,7,"R, Statistics",M.Tech,Data Scientist
Candidate_935,15,"JavaScript, React",MCA,DevOps Engineer
Candidate_936,0,"Excel, Admin",B.Com,DevOps Engineer
Candidate_937,6,"AWS, DevOps",MCA,Embedded Engineer
Candidate_938,13,"Python, SQL, ML",M.Tech,Virtual Assistant
Candidate_939,1,"Angular, TypeScript",M.Tech,DevOps Engineer
Candidate_940,3,"Python, SQL, ML",M.Tech,DevOps Engineer
Candidate_941,1,"JavaScript, React",M.Tech,Product Manager
Candidate_942,5,"R, Statistics",Diploma in CS,Product Manager
Candidate_943,5,"Java, Spring",MCA,Embedded Engineer
Candidate_944,1,"JavaScript, React",Diploma in CS,DevOps Engineer
Candidate_945,3,"Node.js, MongoDB",B.Tech in CS,Frontend Developer
Candidate_946,11,"C++, IoT",Diploma in CS,Product Manager
Candidate_947,11,"Python, SQL, ML",BCA,DevOps Engineer
Candidate_948,5,"Python, SQL, ML",Diploma in CS,Product Manager
Candidate_949,14,"PHP, Laravel",MCA,Embedded Engineer
Candidate_950,2,"PHP, Laravel",M.Tech,Data Scientist
Candidate_951,3,"AWS, DevOps",MBA,Data Scientist
Candidate_952,0,"C++, IoT",Diploma in CS,Data Scientist
Candidate_953,6,"Angular, TypeScript",B.Sc in IT,Backend Developer
Candidate_954,13,"JavaScript, React",B.Com,Embedded Engineer
Candidate_955,7,"Angular, TypeScript",Diploma in CS,Data Scientist
Candidate_956,6,"Java, Spring",Diploma in CS,Virtual Assistant
Candidate_957,15,"Node.js, MongoDB",Diploma in CS,Backend Developer
Candidate_958,3,"Python, SQL, ML",MBA,Frontend Developer
Candidate_959,0,"JavaScript, React",Diploma in CS,Frontend Developer
Candidate_960,2,"Java, Spring",B.Tech in CS,Virtual Assistant
Candidate_961,13,"Angular, TypeScript",B.Tech in CS,Data Scientist
Candidate_962,5,"AWS, DevOps",B.Com,Backend Developer
Candidate_963,8,"Python, SQL, ML",B.Sc in IT,Data Scientist
Candidate_964,8,"JavaScript, React",BCA,Embedded Engineer
Candidate_965,15,"R, Statistics",B.Com,Data Analyst
Candidate_966,11,"C++, IoT",B.Sc in IT,Embedded Engineer
Candidate_967,10,"C++, IoT",MCA,Backend Developer
Candidate_968,13,"Java, Spring",BCA,Data Analyst
Candidate_969,11,"R, Statistics",BCA,Backend Developer
Candidate_970,4,"JavaScript, React",MBA,Embedded Engineer
Candidate_971,3,"JavaScript, React",B.Com,Frontend Developer
Candidate_972,7,"C++, IoT",Diploma in CS,Data Scientist
Candidate_973,13,"Angular, TypeScript",B.Com,Embedded Engineer
Candidate_974,6,"AWS, DevOps",B.Com,Product Manager
Candidate_975,5,"PHP, Laravel",B.Com,Embedded Engineer
Candidate_976,2,"Python, SQL, ML",Diploma in CS,Embedded Engineer
Candidate_977,13,"Python, SQL, ML",MBA,Frontend Developer
Candidate_978,14,"Node.js, MongoDB",BCA,Data Scientist
Candidate_979,11,"Node.js, MongoDB",B.Sc in IT,DevOps Engineer
Candidate_980,6,"C++, IoT",BCA,Data Analyst
Candidate_981,10,"Angular, TypeScript",B.Com,Data Analyst
Candidate_982,5,"JavaScript, React",B.Tech in CS,Frontend Developer
Candidate_983,3,"Python, SQL, ML",Diploma in CS,Data Scientist
Candidate_984,0,"Node.js, MongoDB",Diploma in CS,Frontend Developer
Candidate_985,9,"Angular, TypeScript",MBA,Backend Developer
Candidate_986,6,"Java, Spring",MBA,Data Analyst
Candidate_987,0,"Node.js, MongoDB",M.Tech,DevOps Engineer
Candidate_988,9,"C++, IoT",Diploma in CS,Embedded Engineer
Candidate_989,11,"PHP, Laravel",BCA,Virtual Assistant
Candidate_990,9,"Angular, TypeScript",B.Sc in IT,Backend Developer
Candidate_991,2,"C++, IoT",M.Tech,Product Manager
Candidate_992,11,"JavaScript, React",Diploma in CS,DevOps Engineer
Candidate_993,10,"JavaScript, React",Diploma in CS,Data Scientist
Candidate_994,15,"Angular, TypeScript",B.Tech in CS,Frontend Developer
Candidate_995,10,"PHP, Laravel",BCA,Embedded Engineer
Candidate_996,15,"Python, SQL, ML",MBA,DevOps Engineer
Candidate_997,4,"R, Statistics",B.Com,Product Manager
Candidate_998,6,"Angular, TypeScript",BCA,Data Scientist
Candidate_999,5,"Java, Spring",MBA,DevOps Engineer
Candidate_1000,9,"C++, IoT",MBA,Frontend Developer
Candidate_1001,2,"Angular, TypeScript",B.Tech in CS,Embedded Engineer
Candidate_1002,15,"Excel, Admin",BCA,Virtual Assistant
Candidate_1003,12,"AWS, DevOps",M.Tech,Data Scientist
Candidate_1004,1,"C++, IoT",B.Com,Embedded Engineer
Candidate_1005,14,"PHP, Laravel",B.Sc in IT,Frontend Developer
Candidate_1006,0,"JavaScript, React",Diploma in CS,Backend Developer
Candidate_1007,14,"R, Statistics",B.Sc in IT,DevOps Engineer
Candidate_1008,0,"R, Statistics",B.Com,Backend Developer
Candidate_1009,3,"AWS, DevOps",Diploma in CS,Virtual Assistant
Candidate_1010,15,"C++, IoT",M.Tech,Virtual Assistant
Candidate_1011,10,"Java, Spring",B.Com,Backend Developer
Candidate_1012,5,"Excel, Admin",B.Com,Backend Developer
Candidate_1013,1,"Python, SQL, ML",MBA,Frontend Developer
Candidate_1014,4,"Angular, TypeScript",MBA,Data Analyst
Candidate_1015,2,"Excel, Admin",BCA,Backend Developer
Candidate_1016,8,"AWS, DevOps",B.Sc in IT,Virtual Assistant
Candidate_1017,4,"JavaScript, React",B.Tech in CS,Product Manager
Candidate_1018,5,"Excel, Admin",M.Tech,Virtual Assistant
Candidate_1019,10,"JavaScript, React",B.Tech in CS,DevOps Engineer
Candidate_1020,15,"Angular, TypeScript",BCA,Virtual Assistant
Candidate_1021,12,"Node.js, MongoDB",M.Tech,Data Scientist
Candidate_1022,13,"Angular, TypeScript",MBA,Virtual Assistant
Candidate_1023,10,"AWS, DevOps",MCA,Product Manager
Candidate_1024,3,"JavaScript, React",MCA,Data Scientist
Candidate_1025,6,"Angular, TypeScript",Diploma in CS,Embedded Engineer
Candidate_1026,12,"Node.js, MongoDB",B.Sc in IT,Virtual Assistant
Candidate_1027,6,"PHP, Laravel",M.Tech,Data Analyst
Candidate_1028,7,"JavaScript, React",MBA,Virtual Assistant
Candidate_1029,6,"Python, SQL, ML",MCA,Embedded Engineer
Candidate_1030,7,"JavaScript, React",B.Sc in IT,Data Analyst
Candidate_1031,4,"Java, Spring",B.Sc in IT,Virtual Assistant
Candidate_1032,12,"Node.js, MongoDB",BCA,Embedded Engineer
Candidate_1033,3,"Excel, Admin",Diploma in CS,Product Manager
Candidate_1034,12,"PHP, Laravel",Diploma in CS,Frontend Developer
Candidate_1035,5,"R, Statistics",MCA,Data Scientist
Candidate_1036,6,"AWS, DevOps",B.Com,Frontend Developer
Candidate_1037,11,"Excel, Admin",B.Sc in IT,DevOps Engineer
Candidate_1038,11,"Angular, TypeScript",Diploma in CS,Data Scientist
Candidate_1039,7,"R, Statistics",MCA,Product Manager
Candidate_1040,7,"PHP, Laravel",B.Sc in IT,Product Manager
Candidate_1041,2,"R, Statistics",M.Tech,Frontend Developer
Candidate_1042,0,"Java, Spring",BCA,Embedded Engineer
Candidate_1043,7,"Node.js, MongoDB",MBA,Embedded Engineer
Candidate_1044,13,"JavaScript, React",M.Tech,Frontend Developer
Candidate_1045,0,"Java, Spring",MBA,Embedded Engineer
Candidate_1046,4,"Angular, TypeScript",B.Sc in IT,Data Scientist
Candidate_1047,12,"R, Statistics",M.Tech,DevOps Engineer
Candidate_1048,14,"PHP, Laravel",Diploma in CS,Data Scientist
Candidate_1049,14,"R, Statistics",BCA,Frontend Developer
Candidate_1050,2,"R, Statistics",BCA,Data Analyst
Candidate_1051,3,"C++, IoT",MBA,Data Scientist
Candidate_1052,4,"Excel, Admin",B.Sc in IT,Embedded Engineer
Candidate_1053,4,"PHP, Laravel",B.Com,Frontend Developer
Candidate_1054,1,"R, Statistics",MBA,Virtual Assistant
Candidate_1055,5,"Angular, TypeScript",Diploma in CS,Data Analyst
Candidate_1056,4,"Angular, TypeScript",BCA,Frontend Developer
Candidate_1057,10,"PHP, Laravel",B.Sc in IT,Frontend Developer
Candidate_1058,0,"Angular, TypeScript",MCA,Data Analyst
Candidate_1059,7,"Python, SQL, ML",M.Tech,Virtual Assistant
Candidate_1060,4,"Excel, Admin",M.Tech,Data Analyst
Candidate_1061,13,"PHP, Laravel",B.Sc in IT,Backend Developer
Candidate_1062,2,"Java, Spring",BCA,Virtual Assistant
Candidate_1063,13,"Java, Spring",BCA,DevOps Engineer
Candidate_1064,1,"R, Statistics",B.Com,Embedded Engineer
Candidate_1065,6,"Angular, TypeScript",MBA,Data Scientist
Candidate_1066,7,"AWS, DevOps",B.Com,DevOps Engineer
Candidate_1067,13,"PHP, Laravel",B.Tech in CS,Embedded Engineer
Candidate_1068,1,"JavaScript, React",M.Tech,Data Scientist
Candidate_1069,10,"Java, Spring",MCA,Virtual Assistant
Candidate_1070,0,"Node.js, MongoDB",BCA,Backend Developer
Candidate_1071,8,"Angular, TypeScript",BCA,Virtual Assistant
Candidate_1072,0,"C++, IoT",BCA,Embedded Engineer
Candidate_1073,0,"Excel, Admin",M.Tech,Backend Developer
Candidate_1074,10,"Excel, Admin",BCA,Product Manager
Candidate_1075,6,"C++, IoT",BCA,Backend Developer
Candidate_1076,2,"R, Statistics",BCA,Frontend Developer
Candidate_1077,6,"Node.js, MongoDB",B.Tech in CS,Embedded Engineer
Candidate_1078,6,"PHP, Laravel",M.Tech,Virtual Assistant
Candidate_1079,12,"Python, SQL, ML",B.Tech in CS,Backend Developer
Candidate_1080,2,"JavaScript, React",B.Tech in CS,Data Analyst
Candidate_1081,15,"JavaScript, React",B.Tech in CS,DevOps Engineer
Candidate_1082,14,"Python, SQL, ML",M.Tech,Product Manager
Candidate_1083,3,"Excel, Admin",B.Sc in IT,Embedded Engineer
Candidate_1084,12,"C++, IoT",Diploma in CS,Product Manager
Candidate_1085,8,"C++, IoT",Diploma in CS,Frontend Developer
Candidate_1086,15,"Java, Spring",B.Sc in IT,Virtual Assistant
Candidate_1087,7,"Python, SQL, ML",B.Sc in IT,Product Manager
Candidate_1088,14,"Angular, TypeScript",M.Tech,Data Analyst
Candidate_1089,9,"JavaScript, React",MCA,Embedded Engineer
Candidate_1090,2,"Node.js, MongoDB",MCA,Product Manager
Candidate_1091,5,"R, Statistics",MCA,Product Manager
Candidate_1092,7,"PHP, Laravel",MBA,Product Manager
Candidate_1093,9,"Java, Spring",Diploma in CS,Product Manager
Candidate_1094,9,"Node.js, MongoDB",MCA,Frontend Developer
Candidate_1095,10,"Java, Spring",B.Sc in IT,Backend Developer
Candidate_1096,4,"C++, IoT",MBA,Virtual Assistant
Candidate_1097,13,"Excel, Admin",MCA,Frontend Developer
Candidate_1098,0,"R, Statistics",MBA,Embedded Engineer
Candidate_1099,6,"AWS, DevOps",M.Tech,Product Manager
Candidate_1100,14,"C++, IoT",MBA,Virtual Assistant
Candidate_1101,12,"Python, SQL, ML",MBA,Data Scientist
Candidate_1102,8,"Excel, Admin",M.Tech,Embedded Engineer
Candidate_1103,0,"PHP, Laravel",MBA,DevOps Engineer
Candidate_1104,7,"Python, SQL, ML",BCA,DevOps Engineer
Candidate_1105,6,"R, Statistics",B.Sc in IT,Frontend Developer
Candidate_1106,3,"Node.js, MongoDB",Diploma in CS,Backend Developer
Candidate_1107,0,"Python, SQL, ML",BCA,Data Analyst
Candidate_1108,2,"C++, IoT",BCA,Data Scientist
Candidate_1109,8,"Excel, Admin",B.Com,Frontend Developer
Candidate_1110,10,"Java, Spring",MBA,DevOps Engineer
Candidate_1111,7,"Java, Spring",BCA,Embedded Engineer
Candidate_1112,5,"AWS, DevOps",MCA,Data Scientist
Candidate_1113,15,"Excel, Admin",B.Com,Data Analyst
Candidate_1114,13,"Python, SQL, ML",B.Sc in IT,Backend Developer
Candidate_1115,8,"Excel, Admin",B.Tech in CS,Product Manager
Candidate_1116,5,"PHP, Laravel",Diploma in CS,Embedded Engineer
Candidate_1117,10,"AWS, DevOps",BCA,Product Manager
Candidate_1118,3,"AWS, DevOps",BCA,Data Scientist
Candidate_1119,5,"JavaScript, React",MBA,Backend Developer
Candidate_1120,4,"R, Statistics",BCA,Data Scientist
Candidate_1121,5,"C++, IoT",MCA,Virtual Assistant
Candidate_1122,5,"R, Statistics",M.Tech,Backend Developer
Candidate_1123,5,"Excel, Admin",B.Sc in IT,Product Manager
Candidate_1124,15,"Angular, TypeScript",BCA,Backend Developer
Candidate_1125,6,"Node.js, MongoDB",B.Tech in CS,DevOps Engineer
Candidate_1126,4,"Java, Spring",B.Sc in IT,Data Analyst
Candidate_1127,8,"Excel, Admin",MBA,Backend Developer
Candidate_1128,8,"R, Statistics",B.Com,Data Scientist
Candidate_1129,4,"Python, SQL, ML",B.Tech in CS,Product Manager
Candidate_1130,14,"PHP, Laravel",BCA,Data Scientist
Candidate_1131,15,"Excel, Admin",Diploma in CS,Data Scientist
Candidate_1132,5,"JavaScript, React",B.Sc in IT,Embedded Engineer
Candidate_1133,6,"PHP, Laravel",BCA,DevOps Engineer
Candidate_1134,4,"R, Statistics",B.Sc in IT,DevOps Engineer
Candidate_1135,4,"Angular, TypeScript",MBA,Data Analyst
Candidate_1136,12,"Java, Spring",B.Tech in CS,Product Manager
Candidate_1137,12,"Angular, TypeScript",M.Tech,Product Manager
Candidate_1138,4,"PHP, Laravel",M.Tech,DevOps Engineer
Candidate_1139,15,"Angular, TypeScript",MCA,Backend Developer
Candidate_1140,8,"Excel, Admin",BCA,Product Manager
Candidate_1141,0,"Node.js, MongoDB",Diploma in CS,Data Analyst
Candidate_1142,6,"Angular, TypeScript",BCA,Embedded Engineer
Candidate_1143,13,"Node.js, MongoDB",BCA,Backend Developer
Candidate_1144,5,"Python, SQL, ML",B.Tech in CS,Embedded Engineer
Candidate_1145,12,"Excel, Admin",M.Tech,Data Scientist
Candidate_1146,4,"Java, Spring",M.Tech,Virtual Assistant
Candidate_1147,1,"Angular, TypeScript",BCA,DevOps Engineer
Candidate_1148,15,"AWS, DevOps",BCA,Backend Developer
Candidate_1149,6,"PHP, Laravel",M.Tech,Data Scientist
Candidate_1150,9,"C++, IoT",B.Com,Frontend Developer
Candidate_1151,5,"Node.js, MongoDB",MCA,Backend Developer
Candidate_1152,8,"R, Statistics",B.Sc in IT,Product Manager
Candidate_1153,13,"R, Statistics",B.Sc in IT,Product Manager
Candidate_1154,5,"Angular, TypeScript",MBA,Data Scientist
Candidate_1155,8,"Python, SQL, ML",M.Tech,Embedded Engineer
Candidate_1156,11,"Angular, TypeScript",B.Tech in CS,Frontend Developer
Candidate_1157,12,"C++, IoT",B.Tech in CS,Virtual Assistant
Candidate_1158,14,"Java, Spring",Diploma in CS,Product Manager
Candidate_1159,1,"Node.js, MongoDB",B.Tech in CS,Backend Developer
Candidate_1160,8,"C++, IoT",BCA,Data Scientist
Candidate_1161,12,"Python, SQL, ML",MBA,Data Scientist
Candidate_1162,13,"Node.js, MongoDB",BCA,Virtual Assistant
Candidate_1163,13,"R, Statistics",MBA,Data Scientist
Candidate_1164,15,"JavaScript, React",B.Sc in IT,Frontend Developer
Candidate_1165,4,"Angular, TypeScript",MCA,Frontend Developer
Candidate_1166,0,"Excel, Admin",Diploma in CS,Embedded Engineer
Candidate_1167,3,"C++, IoT",B.Tech in CS,Virtual Assistant
Candidate_1168,7,"Python, SQL, ML",MBA,Data Analyst
Candidate_1169,11,"Excel, Admin",Diploma in CS,DevOps Engineer
Candidate_1170,2,"Python, SQL, ML",MCA,DevOps Engineer
Candidate_1171,14,"JavaScript, React",Diploma in CS,Product Manager
Candidate_1172,13,"Excel, Admin",MBA,DevOps Engineer
Candidate_1173,1,"R, Statistics",B.Tech in CS,Data Scientist
Candidate_1174,15,"PHP, Laravel",BCA,Data Scientist
Candidate_1175,11,"JavaScript, React",BCA,Data Scientist
Candidate_1176,11,"Excel, Admin",M.Tech,Data Scientist
Candidate_1177,13,"Node.js, MongoDB",M.Tech,Data Scientist
Candidate_1178,3,"Excel, Admin",B.Tech in CS,DevOps Engineer
Candidate_1179,13,"R, Statistics",M.Tech,Virtual Assistant
Candidate_1180,3,"Angular, TypeScript",M.Tech,Frontend Developer
Candidate_1181,7,"Node.js, MongoDB",B.Sc in IT,Data Analyst
Candidate_1182,15,"Java, Spring",Diploma in CS,Data Scientist
Candidate_1183,15,"AWS, DevOps",Diploma in CS,Embedded Engineer
Candidate_1184,15,"Angular, TypeScript",B.Tech in CS,Product Manager
Candidate_1185,1,"C++, IoT",MBA,Product Manager
Candidate_1186,9,"Node.js, MongoDB",B.Tech in CS,Data Scientist
Candidate_1187,4,"JavaScript, React",B.Com,Product Manager
Candidate_1188,4,"Angular, TypeScript",Diploma in CS,Data Scientist
Candidate_1189,9,"R, Statistics",B.Com,Data Scientist
Candidate_1190,7,"Java, Spring",MCA,Backend Developer
Candidate_1191,11,"Angular, TypeScript",MCA,Data Analyst
Candidate_1192,2,"R, Statistics",BCA,Data Scientist
Candidate_1193,5,"R, Statistics",Diploma in CS,Embedded Engineer
Candidate_1194,8,"PHP, Laravel",MCA,Product Manager
Candidate_1195,6,"Node.js, MongoDB",B.Com,Backend Developer
Candidate_1196,0,"Angular, TypeScript",MBA,Product Manager
Candidate_1197,6,"R, Statistics",M.Tech,Embedded Engineer
Candidate_1198,13,"Node.js, MongoDB",B.Sc in IT,Embedded Engineer
Candidate_1199,8,"Python, SQL, ML",B.Sc in IT,Embedded Engineer
Candidate_1200,14,"Angular, TypeScript",Diploma in CS,Product Manager
Candidate_1201,8,"Python, SQL, ML",B.Sc in IT,Product Manager
Candidate_1202,12,"AWS, DevOps",B.Com,Backend Developer
Candidate_1203,3,"AWS, DevOps",Diploma in CS,DevOps Engineer
Candidate_1204,0,"AWS, DevOps",MBA,Backend Developer
Candidate_1205,10,"R, Statistics",Diploma in CS,Frontend Developer
Candidate_1206,1,"Node.js, MongoDB",B.Tech in CS,Backend Developer
Candidate_1207,5,"Excel, Admin",Diploma in CS,DevOps Engineer
Candidate_1208,6,"PHP, Laravel",MBA,Backend Developer
Candidate_1209,3,"Node.js, MongoDB",M.Tech,Frontend Developer
Candidate_1210,5,"Python, SQL, ML",B.Com,DevOps Engineer
Candidate_1211,12,"Node.js, MongoDB",MBA,Product Manager
Candidate_1212,7,"Angular, TypeScript",B.Sc in IT,DevOps Engineer
Candidate_1213,9,"Python, SQL, ML",M.Tech,Product Manager
Candidate_1214,10,"Node.js, MongoDB",Diploma in CS,Data Analyst
Candidate_1215,3,"Node.js, MongoDB",B.Sc in IT,Embedded Engineer
Candidate_1216,14,"JavaScript, React",M.Tech,Product Manager
Candidate_1217,8,"PHP, Laravel",M.Tech,Data Analyst
Candidate_1218,3,"AWS, DevOps",M.Tech,Frontend Developer
Candidate_1219,13,"Node.js, MongoDB",B.Tech in CS,Embedded Engineer
Candidate_1220,15,"JavaScript, React",B.Com,DevOps Engineer
Candidate_1221,1,"JavaScript, React",B.Sc in IT,Data Scientist
Candidate_1222,6,"AWS, DevOps",MBA,Frontend Developer
Candidate_1223,14,"JavaScript, React",B.Sc in IT,Data Analyst
Candidate_1224,8,"Angular, TypeScript",B.Sc in IT,Backend Developer
Candidate_1225,10,"Node.js, MongoDB",Diploma in CS,Backend Developer
Candidate_1226,9,"Node.js, MongoDB",B.Com,Frontend Developer
Candidate_1227,2,"JavaScript, React",B.Sc in IT,Virtual Assistant
Candidate_1228,3,"Excel, Admin",B.Sc in IT,Virtual Assistant
Candidate_1229,12,"Node.js, MongoDB",MBA,DevOps Engineer
Candidate_1230,8,"Excel, Admin",B.Sc in IT,Backend Developer
Candidate_1231,12,"Excel, Admin",M.Tech,Data Analyst
Candidate_1232,3,"Angular, TypeScript",MBA,Data Analyst
Candidate_1233,12,"AWS, DevOps",Diploma in CS,Virtual Assistant
Candidate_1234,14,"AWS, DevOps",M.Tech,Virtual Assistant
Candidate_1235,6,"AWS, DevOps",Diploma in CS,Data Analyst
Candidate_1236,3,"Excel, Admin",BCA,Embedded Engineer
Candidate_1237,4,"Angular, TypeScript",B.Tech in CS,Virtual Assistant
Candidate_1238,1,"R, Statistics",MBA,Backend Developer
Candidate_1239,2,"PHP, Laravel",MCA,Virtual Assistant
Candidate_1240,7,"JavaScript, React",B.Tech in CS,Data Analyst
Candidate_1241,13,"Node.js, MongoDB",MBA,Embedded Engineer
Candidate_1242,1,"Angular, TypeScript",B.Tech in CS,DevOps Engineer
Candidate_1243,10,"AWS, DevOps",B.Sc in IT,Backend Developer
Candidate_1244,5,"Excel, Admin",BCA,Data Scientist
Candidate_1245,14,"Java, Spring",B.Sc in IT,Product Manager
Candidate_1246,2,"Angular, TypeScript",B.Com,Data Scientist
Candidate_1247,2,"JavaScript, React",B.Sc in IT,DevOps Engineer
Candidate_1248,13,"Node.js, MongoDB",MBA,Product Manager
Candidate_1249,4,"Angular, TypeScript",BCA,Frontend Developer
Candidate_1250,9,"R, Statistics",Diploma in CS,Embedded Engineer
Candidate_1251,15,"C++, IoT",MCA,Virtual Assistant
Candidate_1252,8,"C++, IoT",M.Tech,DevOps Engineer
Candidate_1253,13,"R, Statistics",M.Tech,Data Scientist
Candidate_1254,11,"Node.js, MongoDB",MCA,Data Analyst
Candidate_1255,12,"C++, IoT",B.Com,Backend Developer
Candidate_1256,0,"AWS, DevOps",MBA,Embedded Engineer
Candidate_1257,10,"Excel, Admin",B.Com,DevOps Engineer
Candidate_1258,8,"Node.js, MongoDB",B.Tech in CS,DevOps Engineer
Candidate_1259,4,"JavaScript, React",MBA,Virtual Assistant
Candidate_1260,2,"PHP, Laravel",B.Tech in CS,Data Scientist
Candidate_1261,0,"C++, IoT",M.Tech,Data Scientist
Candidate_1262,12,"AWS, DevOps",M.Tech,Data Analyst
Candidate_1263,10,"Angular, TypeScript",B.Com,Backend Developer
Candidate_1264,14,"Python, SQL, ML",Diploma in CS,Product Manager
Candidate_1265,11,"Excel, Admin",Diploma in CS,Product Manager
Candidate_1266,13,"PHP, Laravel",B.Tech in CS,Data Analyst
Candidate_1267,8,"JavaScript, React",M.Tech,Product Manager
Candidate_1268,14,"C++, IoT",BCA,Virtual Assistant
Candidate_1269,11,"AWS, DevOps",MBA,Data Scientist
Candidate_1270,6,"JavaScript, React",MBA,Data Analyst
Candidate_1271,13,"AWS, DevOps",M.Tech,Product Manager
Candidate_1272,10,"R, Statistics",B.Tech in CS,Virtual Assistant
Candidate_1273,4,"AWS, DevOps",MCA,Data Scientist
Candidate_1274,5,"R, Statistics",B.Com,DevOps Engineer
Candidate_1275,1,"Node.js, MongoDB",B.Com,Embedded Engineer
Candidate_1276,12,"Excel, Admin",M.Tech,Frontend Developer
Candidate_1277,6,"PHP, Laravel",MBA,Data Scientist
Candidate_1278,2,"JavaScript, React",MBA,Embedded Engineer
